   3.9412654e+01   1.5840683e+01   7.1866183e+00   1.8975754e-02   6.0273508e+00   3.4969610e-05   2.2327730e-02   6.4161837e+05
   8.4680309e+00   1.8367251e+01   1.4939130e+00   1.9499157e-02   7.2849846e+00   3.4242964e-05   3.7151500e-02   7.9498738e+06
   1.2219565e+02   4.8395400e+01   2.1196413e+01   1.9328281e-02   7.8356224e+00   2.1488788e-05   1.5253836e-02   8.3597137e+04
   1.2227335e+02   3.1491830e+01   1.9111236e+01   1.6411284e-02   5.9060519e+00   6.2065990e-05   3.6216377e-02   8.3490787e+06
   1.6824472e+02   3.5193430e+01   8.5455107e+00   1.0450953e-02   8.0149925e+00   4.3101288e-05   4.8646078e-02   1.9102491e+05
   6.9030374e+01   1.7982958e+01   6.3977674e+00   3.1645426e-03   1.0789461e+00   3.3447187e-06   1.9637010e-02   4.0686751e+06
   9.3494947e+01   8.5671021e+00   2.2276396e+01   1.4466964e-02   9.3472651e+00   1.4687879e-05   3.9232776e-02   2.2541687e+06
   1.4957376e+02   2.6284447e+01   4.0385677e+01   1.2259489e-02   8.6852211e+00   5.9184219e-05   3.0259764e-02   2.7947332e+06
   6.2229799e+00   2.8707570e+01   1.5077804e+01   1.8231998e-02   9.3110870e+00   9.1635444e-06   1.5856545e-02   8.9701998e+06
   9.6230943e+00   3.5124458e+01   3.4647722e+01   2.1915276e-03   4.5383802e+00   1.1690359e-05   4.0949777e-02   4.1811062e+05
   9.5346035e+01   3.4760372e+01   9.2591084e+00   1.0040371e-03   9.3565624e+00   7.9856825e-05   4.2899685e-02   1.0802043e+06
   1.2080689e+02   4.0575682e+01   4.3835350e+01   1.1850935e-02   6.5450626e+00   5.3663341e-05   1.0003338e-02   9.9999145e+06
   1.3856735e+00   2.3483196e+01   2.6726522e+01   1.0668903e-02   6.3678164e+00   1.9768736e-05   3.6100119e-02   8.5625180e+06
   6.9014817e+01   3.7070443e+01   1.0662101e+01   1.8253324e-02   7.2899022e+00   5.3153920e-05   2.9703811e-02   7.8239136e+06
   1.2031603e+01   8.9280695e+00   5.9251116e+00   1.8619564e-02   1.3861366e+00   5.7939122e-05   3.1953973e-02   2.8590802e+06
   7.5147475e+01   1.7064176e+01   1.6350421e+01   1.8014995e-02   4.4985718e+00   8.2829586e-05   5.4241392e-03   5.5821125e+05
   1.2361909e+02   1.6106141e+00   1.0531155e+01   3.0156878e-03   3.5964895e+00   1.6846245e-05   2.3506822e-02   5.9865611e+06
   1.0601580e+02   2.2591270e+01   1.0113840e+01   1.6645654e-03   9.0986911e+00   3.4844013e-05   9.1539265e-03   9.3871247e+06
   1.6747857e+02   4.0469193e+01   3.3046039e+00   1.7349967e-02   8.7010434e+00   2.3323256e-05   2.5043041e-02   8.3746101e+06
   1.5231004e+02   4.6721759e+01   2.4477269e+01   1.6889996e-02   7.9356002e+00   9.3962381e-05   4.3388337e-02   9.3402244e+06
   9.4847180e+01   2.8610983e+01   3.5466855e+01   1.9167453e-02   3.2321276e+00   2.5729400e-05   3.2773713e-02   4.4207552e+04
   1.6553680e+01   2.8785935e+01   7.4319927e+00   1.1382359e-02   3.4683195e+00   3.4034040e-05   1.2800464e-02   6.2623184e+06
   1.1770541e+02   2.9206961e+01   9.5007777e+00   1.3007179e-03   3.2456649e+00   1.0113870e-05   2.2406634e-02   4.5039355e+06
   7.4879884e+01   4.9401541e+01   3.8570768e+01   1.1661162e-03   3.2905872e+00   8.3806572e-05   1.3302457e-02   8.4067742e+06
   1.2621431e+02   3.6694202e+01   3.8904982e+01   1.8914809e-02   5.8985356e+00   3.7047925e-05   4.4387815e-02   9.9755751e+06
   1.6385775e+02   6.4475534e+00   2.1037163e+01   2.1954059e-03   4.8856216e-01   6.4481010e-05   4.5999751e-02   9.4490723e+06
   1.3719565e+02   2.6030450e+01   3.7604099e+01   9.1874248e-03   6.5642290e+00   3.2334154e-05   4.7811546e-02   9.6322954e+06
   4.7241539e+01   2.2779810e+01   1.1100215e+01   9.0485898e-03   1.7975523e+00   4.0125851e-05   3.3658844e-02   9.3715491e+06
   8.5436125e+00   2.4263980e+01   1.9313852e+01   1.2648605e-02   8.9610328e+00   9.5175061e-05   3.9188510e-02   6.5699819e+06
   1.3249474e+02   2.7704330e+01   3.2907750e+01   3.1032734e-03   1.7779806e+00   7.2525770e-06   6.2915983e-03   5.9205829e+06
   5.9082161e+01   2.9673902e+01   1.8551021e+01   1.0716592e-02   6.7193949e+00   9.4062374e-05   2.2892020e-02   3.8007492e+05
   1.1387494e+02   8.2761680e+00   1.0119611e+00   2.7626552e-03   5.9704202e+00   6.3169770e-06   2.6174334e-02   1.7502153e+06
   1.3615389e+02   3.6555468e+01   6.0300070e+00   4.9462180e-03   8.5174793e-01   6.9433175e-05   2.2038651e-02   2.0021517e+06
   1.7838673e+02   2.6747362e+01   1.5326852e+01   1.5085570e-02   2.3274788e+00   6.3370098e-05   3.8611744e-02   6.7207945e+06
   6.5760961e+01   1.7914250e+01   6.4067843e+00   1.6173701e-02   5.4354227e+00   6.1235022e-05   3.2583896e-02   8.8138558e+05
   4.4466999e+01   2.9801845e+01   2.6823268e+01   7.3961039e-03   8.2500563e+00   7.7006390e-05   1.7533494e-02   8.1204714e+06
   1.7685905e+02   2.6148949e+00   1.9657073e+01   1.7318218e-02   1.6959024e+00   4.6397986e-05   1.0426186e-02   7.6041221e+06
   1.3007887e+02   4.5538652e+01   1.9429187e+01   1.5287404e-02   3.3320359e+00   1.0952355e-05   3.2901328e-02   8.4529999e+06
   1.3560405e+02   3.8121014e+01   1.1349838e+01   7.4072998e-03   9.5270655e+00   7.6237852e-05   4.2613790e-02   6.9695198e+06
   1.1727334e+02   2.5890406e+01   4.9723876e+01   1.5488201e-02   1.1906619e+00   2.9585980e-05   1.9974465e-02   1.6266527e+06
   1.3083459e+01   2.1047998e+01   1.5190753e+01   1.9193065e-02   5.9544425e+00   5.1569535e-05   4.0829850e-02   5.0786322e+06
   1.1369425e+02   2.3697267e+01   2.1986124e+01   4.8392342e-03   9.5152708e+00   2.9170081e-05   7.2881324e-03   8.2998765e+06
   1.5924728e+02   8.9641204e+00   1.2786405e+01   3.0087963e-03   9.5700807e-01   6.1556617e-05   3.1641825e-02   3.1673307e+06
   4.9087794e+01   3.4970947e+01   3.7112283e+01   1.8839708e-02   9.2346022e+00   8.2065268e-05   2.4146289e-02   1.8429060e+06
   7.8554053e+01   2.6988127e+00   2.6142891e+01   1.2978059e-02   6.0589410e+00   7.0952102e-05   4.6679354e-02   1.0592869e+04
   1.3796906e+02   3.4945107e+01   1.5628870e+00   1.1244787e-02   3.6213617e+00   9.1974673e-05   3.9906063e-02   1.2443527e+06
   8.5991718e+01   9.4147251e+00   4.4420077e+00   7.1422271e-03   1.4254124e+00   1.8322023e-05   6.1960775e-03   9.1187087e+06
